example_index,task_id,op_type,condition,website,confirmed_task
342,8e1f66f2-7840-4cb2-ba22-102f6bfde245,CLICK,Outcome-Aware,bestbuy,Find a store near zip 30010 that provides authorized apple services for imacs and  make this one  my store.
343,8e1f66f2-7840-4cb2-ba22-102f6bfde245,CLICK,Outcome-Aware,bestbuy,Find a store near zip 30010 that provides authorized apple services for imacs and  make this one  my store.
344,8e1f66f2-7840-4cb2-ba22-102f6bfde245,CLICK,Outcome-Aware,bestbuy,Find a store near zip 30010 that provides authorized apple services for imacs and  make this one  my store.
345,9aec1bbb-e7ac-45e4-bcbd-ec2cee25af1a,CLICK,Outcome-Aware,bestbuy,Check the speccification of the best selling HP FHD laptop with 12gb ram and core i7 running on windows 11
346,9aec1bbb-e7ac-45e4-bcbd-ec2cee25af1a,CLICK,Outcome-Aware,bestbuy,Check the speccification of the best selling HP FHD laptop with 12gb ram and core i7 running on windows 11
347,9aec1bbb-e7ac-45e4-bcbd-ec2cee25af1a,CLICK,Outcome-Aware,bestbuy,Check the speccification of the best selling HP FHD laptop with 12gb ram and core i7 running on windows 11
348,9aec1bbb-e7ac-45e4-bcbd-ec2cee25af1a,CLICK,Outcome-Aware,bestbuy,Check the speccification of the best selling HP FHD laptop with 12gb ram and core i7 running on windows 11
349,9aec1bbb-e7ac-45e4-bcbd-ec2cee25af1a,CLICK,Outcome-Aware,bestbuy,Check the speccification of the best selling HP FHD laptop with 12gb ram and core i7 running on windows 11
350,9aec1bbb-e7ac-45e4-bcbd-ec2cee25af1a,CLICK,Outcome-Aware,bestbuy,Check the speccification of the best selling HP FHD laptop with 12gb ram and core i7 running on windows 11
351,9aec1bbb-e7ac-45e4-bcbd-ec2cee25af1a,CLICK,Outcome-Aware,bestbuy,Check the speccification of the best selling HP FHD laptop with 12gb ram and core i7 running on windows 11
352,9aec1bbb-e7ac-45e4-bcbd-ec2cee25af1a,CLICK,Outcome-Aware,bestbuy,Check the speccification of the best selling HP FHD laptop with 12gb ram and core i7 running on windows 11
353,9aec1bbb-e7ac-45e4-bcbd-ec2cee25af1a,CLICK,Outcome-Aware,bestbuy,Check the speccification of the best selling HP FHD laptop with 12gb ram and core i7 running on windows 11
354,9aec1bbb-e7ac-45e4-bcbd-ec2cee25af1a,CLICK,Outcome-Aware,bestbuy,Check the speccification of the best selling HP FHD laptop with 12gb ram and core i7 running on windows 11
355,9aec1bbb-e7ac-45e4-bcbd-ec2cee25af1a,CLICK,Outcome-Aware,bestbuy,Check the speccification of the best selling HP FHD laptop with 12gb ram and core i7 running on windows 11
356,9aec1bbb-e7ac-45e4-bcbd-ec2cee25af1a,CLICK,Outcome-Aware,bestbuy,Check the speccification of the best selling HP FHD laptop with 12gb ram and core i7 running on windows 11
357,a3af3bcb-e0a3-4b83-82c6-50ef71a37411,CLICK,Outcome-Aware,bestbuy,buy a $100 best bu gift card for a birthday
358,a3af3bcb-e0a3-4b83-82c6-50ef71a37411,CLICK,Outcome-Aware,bestbuy,buy a $100 best bu gift card for a birthday
359,a3af3bcb-e0a3-4b83-82c6-50ef71a37411,CLICK,Outcome-Aware,bestbuy,buy a $100 best bu gift card for a birthday
360,a3af3bcb-e0a3-4b83-82c6-50ef71a37411,CLICK,Outcome-Aware,bestbuy,buy a $100 best bu gift card for a birthday
361,a3af3bcb-e0a3-4b83-82c6-50ef71a37411,CLICK,Outcome-Aware,bestbuy,buy a $100 best bu gift card for a birthday
362,a3af3bcb-e0a3-4b83-82c6-50ef71a37411,CLICK,Outcome-Aware,bestbuy,buy a $100 best bu gift card for a birthday
363,4f703fa8-7af1-463b-a21b-a7a106cef80e,CLICK,Outcome-Aware,cars,Find service and repair for a 2022 Audi e-tron.
364,4f703fa8-7af1-463b-a21b-a7a106cef80e,SELECT,Outcome-Aware,cars,Find service and repair for a 2022 Audi e-tron.
365,4f703fa8-7af1-463b-a21b-a7a106cef80e,SELECT,Outcome-Aware,cars,Find service and repair for a 2022 Audi e-tron.
366,4f703fa8-7af1-463b-a21b-a7a106cef80e,SELECT,Outcome-Aware,cars,Find service and repair for a 2022 Audi e-tron.
367,4f703fa8-7af1-463b-a21b-a7a106cef80e,CLICK,Outcome-Aware,cars,Find service and repair for a 2022 Audi e-tron.
368,8404eae6-c5b7-45cf-ae00-57d241225f78,CLICK,Outcome-Aware,cars,Find recalls for the Alfa romeo 4C
369,8404eae6-c5b7-45cf-ae00-57d241225f78,SELECT,Outcome-Aware,cars,Find recalls for the Alfa romeo 4C
370,8404eae6-c5b7-45cf-ae00-57d241225f78,SELECT,Outcome-Aware,cars,Find recalls for the Alfa romeo 4C
371,8404eae6-c5b7-45cf-ae00-57d241225f78,CLICK,Outcome-Aware,cars,Find recalls for the Alfa romeo 4C
372,8bc9b2da-7c0e-4a61-b2ae-d0898fe9717a,CLICK,Outcome-Aware,cars,Compare the Acura CL 2003 with the ILX 2022.
373,8bc9b2da-7c0e-4a61-b2ae-d0898fe9717a,CLICK,Outcome-Aware,cars,Compare the Acura CL 2003 with the ILX 2022.
374,8bc9b2da-7c0e-4a61-b2ae-d0898fe9717a,SELECT,Outcome-Aware,cars,Compare the Acura CL 2003 with the ILX 2022.
375,8bc9b2da-7c0e-4a61-b2ae-d0898fe9717a,SELECT,Outcome-Aware,cars,Compare the Acura CL 2003 with the ILX 2022.
376,8bc9b2da-7c0e-4a61-b2ae-d0898fe9717a,SELECT,Outcome-Aware,cars,Compare the Acura CL 2003 with the ILX 2022.
377,8bc9b2da-7c0e-4a61-b2ae-d0898fe9717a,SELECT,Outcome-Aware,cars,Compare the Acura CL 2003 with the ILX 2022.
378,8bc9b2da-7c0e-4a61-b2ae-d0898fe9717a,SELECT,Outcome-Aware,cars,Compare the Acura CL 2003 with the ILX 2022.
379,8bc9b2da-7c0e-4a61-b2ae-d0898fe9717a,SELECT,Outcome-Aware,cars,Compare the Acura CL 2003 with the ILX 2022.
380,8bc9b2da-7c0e-4a61-b2ae-d0898fe9717a,CLICK,Outcome-Aware,cars,Compare the Acura CL 2003 with the ILX 2022.
381,a267dfd8-281d-4bcf-bdee-c44499526394,CLICK,Outcome-Aware,cars,Find the Recall information provided by National Highway Traffic Safety Administration for Chevrolet model bolt EUV for the year 2022
382,a267dfd8-281d-4bcf-bdee-c44499526394,SELECT,Outcome-Aware,cars,Find the Recall information provided by National Highway Traffic Safety Administration for Chevrolet model bolt EUV for the year 2022
383,a267dfd8-281d-4bcf-bdee-c44499526394,SELECT,Outcome-Aware,cars,Find the Recall information provided by National Highway Traffic Safety Administration for Chevrolet model bolt EUV for the year 2022
384,a267dfd8-281d-4bcf-bdee-c44499526394,SELECT,Outcome-Aware,cars,Find the Recall information provided by National Highway Traffic Safety Administration for Chevrolet model bolt EUV for the year 2022
385,a267dfd8-281d-4bcf-bdee-c44499526394,CLICK,Outcome-Aware,cars,Find the Recall information provided by National Highway Traffic Safety Administration for Chevrolet model bolt EUV for the year 2022
386,a267dfd8-281d-4bcf-bdee-c44499526394,CLICK,Outcome-Aware,cars,Find the Recall information provided by National Highway Traffic Safety Administration for Chevrolet model bolt EUV for the year 2022
387,8065f313-31aa-46ee-8d3c-dbc26647e02e,CLICK,Outcome-Aware,trip,Select a high speed train ticket with a departure time before 23:00  from Shanghai to Beijing.
388,8065f313-31aa-46ee-8d3c-dbc26647e02e,CLICK,Outcome-Aware,trip,Select a high speed train ticket with a departure time before 23:00  from Shanghai to Beijing.
389,8065f313-31aa-46ee-8d3c-dbc26647e02e,TYPE,Outcome-Aware,trip,Select a high speed train ticket with a departure time before 23:00  from Shanghai to Beijing.
390,8065f313-31aa-46ee-8d3c-dbc26647e02e,CLICK,Outcome-Aware,trip,Select a high speed train ticket with a departure time before 23:00  from Shanghai to Beijing.
391,8065f313-31aa-46ee-8d3c-dbc26647e02e,CLICK,Outcome-Aware,trip,Select a high speed train ticket with a departure time before 23:00  from Shanghai to Beijing.
392,8065f313-31aa-46ee-8d3c-dbc26647e02e,CLICK,Outcome-Aware,trip,Select a high speed train ticket with a departure time before 23:00  from Shanghai to Beijing.
393,8065f313-31aa-46ee-8d3c-dbc26647e02e,CLICK,Outcome-Aware,trip,Select a high speed train ticket with a departure time before 23:00  from Shanghai to Beijing.
394,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,TYPE,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
395,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
396,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
397,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
398,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
399,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
400,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
401,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
402,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,SELECT,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
403,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
404,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
405,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
406,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
407,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
408,9da529e3-a5ea-444d-a5c9-a9a675eb2bdb,CLICK,Outcome-Aware,trip,"Find the cheapest 3-star hotel with a guest rating of 4 stars for booking two rooms in Pune, India, for 4 Adults and one 4 year child, near the airport with a check-in date of March 26 and checkout date of March 28."
409,9ec92afd-df3e-46a1-9c32-005ff3f1cb15,CLICK,Outcome-Aware,trip,Book a first class flight from Hong kong to Taipei leaving April 13 and returning April 14
410,9ec92afd-df3e-46a1-9c32-005ff3f1cb15,CLICK,Outcome-Aware,trip,Book a first class flight from Hong kong to Taipei leaving April 13 and returning April 14
411,9ec92afd-df3e-46a1-9c32-005ff3f1cb15,CLICK,Outcome-Aware,trip,Book a first class flight from Hong kong to Taipei leaving April 13 and returning April 14
412,9ec92afd-df3e-46a1-9c32-005ff3f1cb15,TYPE,Outcome-Aware,trip,Book a first class flight from Hong kong to Taipei leaving April 13 and returning April 14
413,9ec92afd-df3e-46a1-9c32-005ff3f1cb15,CLICK,Outcome-Aware,trip,Book a first class flight from Hong kong to Taipei leaving April 13 and returning April 14
414,9ec92afd-df3e-46a1-9c32-005ff3f1cb15,CLICK,Outcome-Aware,trip,Book a first class flight from Hong kong to Taipei leaving April 13 and returning April 14
415,9ec92afd-df3e-46a1-9c32-005ff3f1cb15,CLICK,Outcome-Aware,trip,Book a first class flight from Hong kong to Taipei leaving April 13 and returning April 14
416,9ec92afd-df3e-46a1-9c32-005ff3f1cb15,CLICK,Outcome-Aware,trip,Book a first class flight from Hong kong to Taipei leaving April 13 and returning April 14
417,9ec92afd-df3e-46a1-9c32-005ff3f1cb15,CLICK,Outcome-Aware,trip,Book a first class flight from Hong kong to Taipei leaving April 13 and returning April 14
418,a4bfaf1d-ba19-4af0-9618-8ab467eb7b5a,CLICK,Outcome-Aware,trip,Book a rental car in LAX for 3 days starting on May 1st with a pick-up time of 10 AM and a drop-off time of 2 PM.
419,a4bfaf1d-ba19-4af0-9618-8ab467eb7b5a,TYPE,Outcome-Aware,trip,Book a rental car in LAX for 3 days starting on May 1st with a pick-up time of 10 AM and a drop-off time of 2 PM.
420,a4bfaf1d-ba19-4af0-9618-8ab467eb7b5a,CLICK,Outcome-Aware,trip,Book a rental car in LAX for 3 days starting on May 1st with a pick-up time of 10 AM and a drop-off time of 2 PM.
421,a4bfaf1d-ba19-4af0-9618-8ab467eb7b5a,CLICK,Outcome-Aware,trip,Book a rental car in LAX for 3 days starting on May 1st with a pick-up time of 10 AM and a drop-off time of 2 PM.
422,a4bfaf1d-ba19-4af0-9618-8ab467eb7b5a,CLICK,Outcome-Aware,trip,Book a rental car in LAX for 3 days starting on May 1st with a pick-up time of 10 AM and a drop-off time of 2 PM.
423,a4bfaf1d-ba19-4af0-9618-8ab467eb7b5a,CLICK,Outcome-Aware,trip,Book a rental car in LAX for 3 days starting on May 1st with a pick-up time of 10 AM and a drop-off time of 2 PM.
424,a4bfaf1d-ba19-4af0-9618-8ab467eb7b5a,CLICK,Outcome-Aware,trip,Book a rental car in LAX for 3 days starting on May 1st with a pick-up time of 10 AM and a drop-off time of 2 PM.
425,a4bfaf1d-ba19-4af0-9618-8ab467eb7b5a,CLICK,Outcome-Aware,trip,Book a rental car in LAX for 3 days starting on May 1st with a pick-up time of 10 AM and a drop-off time of 2 PM.
426,a4bfaf1d-ba19-4af0-9618-8ab467eb7b5a,CLICK,Outcome-Aware,trip,Book a rental car in LAX for 3 days starting on May 1st with a pick-up time of 10 AM and a drop-off time of 2 PM.
427,a4bfaf1d-ba19-4af0-9618-8ab467eb7b5a,CLICK,Outcome-Aware,trip,Book a rental car in LAX for 3 days starting on May 1st with a pick-up time of 10 AM and a drop-off time of 2 PM.
428,d5602fc7-7ab7-441b-b9ca-03b64ae81261,CLICK,Outcome-Aware,recreation.gov,Find the park that offers the cheapest paddling permits.
429,d5602fc7-7ab7-441b-b9ca-03b64ae81261,CLICK,Outcome-Aware,recreation.gov,Find the park that offers the cheapest paddling permits.
430,d5602fc7-7ab7-441b-b9ca-03b64ae81261,CLICK,Outcome-Aware,recreation.gov,Find the park that offers the cheapest paddling permits.
431,d5602fc7-7ab7-441b-b9ca-03b64ae81261,CLICK,Outcome-Aware,recreation.gov,Find the park that offers the cheapest paddling permits.
432,d5602fc7-7ab7-441b-b9ca-03b64ae81261,SELECT,Outcome-Aware,recreation.gov,Find the park that offers the cheapest paddling permits.
433,d5602fc7-7ab7-441b-b9ca-03b64ae81261,CLICK,Outcome-Aware,recreation.gov,Find the park that offers the cheapest paddling permits.
434,de69733d-58cb-4118-a38f-ef684fc4d07d,CLICK,Outcome-Aware,recreation.gov,Find a day use park that offers horseback riding near Nashville.
435,de69733d-58cb-4118-a38f-ef684fc4d07d,TYPE,Outcome-Aware,recreation.gov,Find a day use park that offers horseback riding near Nashville.
436,de69733d-58cb-4118-a38f-ef684fc4d07d,CLICK,Outcome-Aware,recreation.gov,Find a day use park that offers horseback riding near Nashville.
437,de69733d-58cb-4118-a38f-ef684fc4d07d,CLICK,Outcome-Aware,recreation.gov,Find a day use park that offers horseback riding near Nashville.
438,de69733d-58cb-4118-a38f-ef684fc4d07d,CLICK,Outcome-Aware,recreation.gov,Find a day use park that offers horseback riding near Nashville.
439,de69733d-58cb-4118-a38f-ef684fc4d07d,CLICK,Outcome-Aware,recreation.gov,Find a day use park that offers horseback riding near Nashville.
440,7349981f-e54b-4a03-95de-f06ef4eaeede,TYPE,Outcome-Aware,shopping.google,"Find best reviewed 27""-32"" Samsung or LG computer monitors nearby which have 4k, IPS display"
441,7349981f-e54b-4a03-95de-f06ef4eaeede,CLICK,Outcome-Aware,shopping.google,"Find best reviewed 27""-32"" Samsung or LG computer monitors nearby which have 4k, IPS display"
442,7349981f-e54b-4a03-95de-f06ef4eaeede,CLICK,Outcome-Aware,shopping.google,"Find best reviewed 27""-32"" Samsung or LG computer monitors nearby which have 4k, IPS display"
443,7349981f-e54b-4a03-95de-f06ef4eaeede,CLICK,Outcome-Aware,shopping.google,"Find best reviewed 27""-32"" Samsung or LG computer monitors nearby which have 4k, IPS display"
444,7349981f-e54b-4a03-95de-f06ef4eaeede,CLICK,Outcome-Aware,shopping.google,"Find best reviewed 27""-32"" Samsung or LG computer monitors nearby which have 4k, IPS display"
445,7349981f-e54b-4a03-95de-f06ef4eaeede,CLICK,Outcome-Aware,shopping.google,"Find best reviewed 27""-32"" Samsung or LG computer monitors nearby which have 4k, IPS display"
446,7349981f-e54b-4a03-95de-f06ef4eaeede,CLICK,Outcome-Aware,shopping.google,"Find best reviewed 27""-32"" Samsung or LG computer monitors nearby which have 4k, IPS display"
447,7349981f-e54b-4a03-95de-f06ef4eaeede,CLICK,Outcome-Aware,shopping.google,"Find best reviewed 27""-32"" Samsung or LG computer monitors nearby which have 4k, IPS display"
448,7349981f-e54b-4a03-95de-f06ef4eaeede,CLICK,Outcome-Aware,shopping.google,"Find best reviewed 27""-32"" Samsung or LG computer monitors nearby which have 4k, IPS display"
449,7349981f-e54b-4a03-95de-f06ef4eaeede,CLICK,Outcome-Aware,shopping.google,"Find best reviewed 27""-32"" Samsung or LG computer monitors nearby which have 4k, IPS display"
450,7efa64af-f578-4896-ab4f-d7424f78e080,TYPE,Outcome-Aware,tripadvisor,Book cheapest available tickets of Eiffel tower in Paris for 2 adults.
451,7efa64af-f578-4896-ab4f-d7424f78e080,CLICK,Outcome-Aware,tripadvisor,Book cheapest available tickets of Eiffel tower in Paris for 2 adults.
452,7efa64af-f578-4896-ab4f-d7424f78e080,CLICK,Outcome-Aware,tripadvisor,Book cheapest available tickets of Eiffel tower in Paris for 2 adults.
453,7efa64af-f578-4896-ab4f-d7424f78e080,CLICK,Outcome-Aware,tripadvisor,Book cheapest available tickets of Eiffel tower in Paris for 2 adults.
454,7efa64af-f578-4896-ab4f-d7424f78e080,CLICK,Outcome-Aware,tripadvisor,Book cheapest available tickets of Eiffel tower in Paris for 2 adults.
455,7efa64af-f578-4896-ab4f-d7424f78e080,CLICK,Outcome-Aware,tripadvisor,Book cheapest available tickets of Eiffel tower in Paris for 2 adults.
456,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
457,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
458,818a7660-a4ed-4ef8-87e0-d72dc093ebec,TYPE,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
459,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
460,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
461,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
462,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
463,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
464,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
465,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
466,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
467,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
468,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
469,818a7660-a4ed-4ef8-87e0-d72dc093ebec,TYPE,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
470,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
471,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
472,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
473,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
474,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
475,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
476,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
477,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
478,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
479,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
480,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
481,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
482,818a7660-a4ed-4ef8-87e0-d72dc093ebec,CLICK,Outcome-Aware,tripadvisor,"Hire a trip designer for Egypt during 1 to 4 July for a family vacation for 2 adults and a 8 year child with a budget between 4k to 6k. The trip should include mus
t-see attractions, local cuisine, history, shopping, and local traditions as an adventure."
